id,score,happy,sad,angry,relaxed
3a2tuvXCHbW5nuUckuHkKT,1.99126952034635,1,0,0,0
4pLwZjInHj3SimIyN9SnOz,1.99126952034635,1,0,0,0
5ZBeML7Lf3FMEVviTyvi8l,1.99126952034635,1,0,0,0
2z4pcBLQXF2BXKFvd0BuB6,1.99554831832563,1,0,0,0
1NpW5kyvO4XrNJ3rnfcNy3,1.99554831832563,1,0,0,0
2lwwrWVKdf3LR9lbbhnr6R,1.99554831832563,1,0,0,0
28wGX1hoLCRbBZbEqITvE3,1.99554831832563,1,0,0,0
6SFStUDQZNaGPKWOx9ZiJB,1.99554831832563,1,0,0,0
5rb9QrpfcKFHM1EUbSIurX,1.99986969210827,1,0,0,0
49FYlytm3dAAraYgpoJZux,1.99986969210827,1,0,0,0
60xaS8mYBKUW4VQQ666N0T,1.99986969210827,1,0,0,0
5AEtlRudpgdT5FtNiuly6Y,1.99986969210827,1,0,0,0
2c7GlMNmF7pbohjykutmLP,2.00423449751072,1,0,0,0
6WgYoOtcXnmyv4cK6RRtYv,2.00423449751072,1,0,0,0
0dA2Mk56wEzDgegdC6R17g,2.00423449751072,1,0,0,0
3298yRJKPcCndQdNiTZKIo,2.00423449751072,1,0,0,0
6MDTpYxPFL0wtFd0pjfKws,2.00864361641577,1,0,0,0
5T7ZFtCcOgkpjxcuaeZbw0,2.00864361641577,1,0,0,0
4lCv7b86sLynZbXhfScfm2,2.00864361641577,1,0,0,0
1xznGGDReH1oQq0xzbwXa3,2.00864361641577,1,0,0,0
2XXMDz7SPZ4mSFN1PXfHUy,2.00864361641577,1,0,0,0
5rgy6ghBq1eRApCkeUdJXf,2.00864361641577,1,0,0,0
5xzCzOAOfRi4DOttSzvznR,2.00864361641577,1,0,0,0
5uzNa0SBGOe5pPnstWHMCt,2.00864361641577,1,0,0,0
6BtmXhTJMM9sBTHeYYASGz,2.01309795784202,1,0,0,0
2fZQIJew3nkNe99s2PKzul,2.01309795784202,1,0,0,0
7vFoFDWqTX0mHzLfrF1Cfy,2.01309795784202,1,0,0,0
2BgEsaKNfHUdlh97KmvFyo,2.0175984590687,1,0,0,0
5IMtdHjJ1OtkxbGe4zfUxQ,2.0175984590687,1,0,0,0
1i1rNVtxbE7rdFfpHuNq2j,2.0175984590687,1,0,0,0
7pYfyrMNPn3wtoCyqcTVoI,2.0175984590687,1,0,0,0
0GONea6G2XdnHWjNZd6zt3,2.0175984590687,1,0,0,0
1LhMopPAallLeaeNutqbgS,2.0175984590687,1,0,0,0
3CA9pLiwRIGtUBiMjbZmRw,2.02214608681942,1,0,0,0
4wTChU0tU44TAMC0xcQizi,2.02214608681942,1,0,0,0
6Pgkp4qUoTmJIPn7ReaGxL,2.02214608681942,1,0,0,0
3Lfiu5sZ4M4B6JaKMBc0FU,2.02214608681942,1,0,0,0
3e0yTP5trHBBVvV32jwXqF,2.02214608681942,1,0,0,0
6De0lHrwBfPfrhorm9q1Xl,2.02214608681942,1,0,0,0
3R6dPfF2yBO8mHySW1XDAa,2.02214608681942,1,0,0,0
5jrdCoLpJSvHHorevXBATy,2.02214608681942,1,0,0,0
4MflGTO2ZTcSQ12bWcyRgI,2.02214608681942,1,0,0,0
6BaCraQ9xeLYg4Sb9TBT2X,2.02214608681942,1,0,0,0
4eLSCSELtKxZwXnFbNLXT5,2.02214608681942,1,0,0,0
5xoUgPXbMNUmoHU0Enwtwq,2.02214608681942,1,0,0,0
1etiUDkISHELzQGMY79ryt,2.02214608681942,1,0,0,0
6X6SdJzxyw7GzxwP2fr9WV,2.02674183850857,1,0,0,0
6SKwQghsR8AISlxhcwyA9R,2.03138674355433,1,0,0,0
5KONnBIQ9LqCxyeSPin26k,2.03138674355433,1,0,0,0
7zsXy7vlHdItvUSH8EwQss,2.03138674355433,1,0,0,0
5t9KYe0Fhd5cW6UYT4qP8f,2.03138674355433,1,0,0,0
6sPOmDulFtLzfX25zICNrC,2.03138674355433,1,0,0,0
1zi7xx7UVEFkmKfv06H8x0,2.03608186476271,1,0,0,0
1gugDOSMREb34Xo0c1PlxM,2.03608186476271,1,0,0,0
5YTtTbqxUzJHD3CpbNHerP,2.03608186476271,1,0,0,0
4dwrL3Z5U2RZ6MZiKE2PgL,2.03608186476271,1,0,0,0
0CcQNd8CINkwQfe1RDtGV6,2.03608186476271,1,0,0,0
36phXHOKx8rO7CMp2vNX4x,2.03608186476271,1,0,0,0
22VdIZQfgXJea34mQxlt81,2.03608186476271,1,0,0,0
2L6orAlH8tBhiFTumIfMyF,2.03608186476271,1,0,0,0
3TcL0dyCMyr0kyTTc4NLgI,2.04082829978717,1,0,0,0
4djIFfof5TpbSGRZUpsTXq,2.04082829978717,1,0,0,0
4QtiVmuA88tPQiCOHZuQ5b,2.04082829978717,1,0,0,0
3HVr6jTVwBHBa2flM0eURR,2.04082829978717,1,0,0,0
6mnjcTmK8TewHfyOp3fC9C,2.04082829978717,1,0,0,0
1QEEqeFIZktqIpPI4jSVSF,2.04562718266894,1,0,0,0
4HW5kSQ8M2IQWZhSxERvla,2.04562718266894,1,0,0,0
6epn3r7S14KUqlReYr77hA,2.04562718266894,1,0,0,0
2P4OICZRVAQcYAV2JReRfj,2.04562718266894,1,0,0,0
6qNALlmZa1ESnCxJmXE1K9,2.04562718266894,1,0,0,0
5qEn8c0MBzyRKgQq91Vevi,2.04562718266894,1,0,0,0
2jZgzSxNSg1hTCq0ewWHGJ,2.04562718266894,1,0,0,0
4ipnJyDU3Lq15qBAYNqlqK,2.04562718266894,1,0,0,0
77hjM9bMmgfTGJXv14UFmi,2.04562718266894,1,0,0,0
7aHRctaQ7vjxVTVmY8OhAA,2.05047968546336,1,0,0,0
5XzmZjXhMjDHr7ZfJ6DELQ,2.05047968546336,1,0,0,0
6ukMqDxnOPOgoHdak7Kyp3,2.05047968546336,1,0,0,0
5E3P9e1hvjyIOlFyqNB5eD,2.05047968546336,1,0,0,0
0nnxf8p851ZR49KFnGWVsB,2.0553870199581,1,0,0,0
7b8YOVV5quZcSKEijDgyWB,2.0553870199581,1,0,0,0
22UDw8rSfLbUsaAGTXQ4Z8,2.0553870199581,1,0,0,0
6f3Kn4QtwZPU2IvwwDSbLF,2.06035043948965,1,0,0,0
2CEgGE6aESpnmtfiZwYlbV,2.06035043948965,1,0,0,0
6SznMYPQJHzr3IwsAHLId2,2.06035043948965,1,0,0,0
7iNIg7XDEaYECfWD5dJ9Va,2.06035043948965,1,0,0,0
1mr3616BzLdhXfJmLmRsO8,2.06035043948965,1,0,0,0
1s2B5cndbqK8rPJEIcKJRQ,2.06035043948965,1,0,0,0
46eu3SBuFCXWsPT39Yg3tJ,2.06035043948965,1,0,0,0
43wzy7JxMEfvCh8ZFeZKYk,2.06035043948965,1,0,0,0
2fuCquhmrzHpu5xcA1ci9x,2.0653712408647,1,0,0,0
1YNQscOx6OqBQjxgJVhEeW,2.0653712408647,1,0,0,0
714hERk9U1W8FMYkoC83CO,2.0653712408647,1,0,0,0
5j9iuo3tMmQIfnEEQOOjxh,2.0653712408647,1,0,0,0
1zsG4eaZmkA1dvjDDsAGLK,2.0653712408647,1,0,0,0
2vz1CsL5WBsbpBcwgboTAw,2.0653712408647,1,0,0,0
2S5LNtRVRPbXk01yRQ14sZ,2.0653712408647,1,0,0,0
3cU2wBxuV6nFiuf6PJZNlC,2.0653712408647,1,0,0,0
51LIqkda3pTeECZUhMnool,2.07045076639397,1,0,0,0
7ATATJztoWLcqDAcVVof0C,2.07045076639397,1,0,0,0
2cOUlop2ZakjOKe4WinesN,2.07045076639397,1,0,0,0
1fBl642IhJOE5U319Gy2Go,2.07045076639397,1,0,0,0
1kPpge9JDLpcj15qgrPbYX,2.07045076639397,1,0,0,0
1louJpMmzEicAn7lzDalPW,2.07045076639397,1,0,0,0
5619Ojc6t9evEEs3B7Drhe,2.07045076639397,1,0,0,0
0DiWol3AO6WpXZgp0goxAV,2.07045076639397,1,0,0,0
0n4bITAu0Y0nigrz3MFJMb,2.07559040604639,1,0,0,0
2K87XMYnUMqLcX3zvtAF4G,2.07559040604639,1,0,0,0
4ZC8hXXqu2hPcDLw9QTdtQ,2.07559040604639,1,0,0,0
7MHN1aCFtLXjownGhvEQlF,2.07559040604639,1,0,0,0
4mEILaBM7bKZqKAun5tABu,2.08079159973219,1,0,0,0
42et6fnHCw1HIPSrdPprMl,2.08079159973219,1,0,0,0
3tSi6iFO9yLGIYIqMEgjC9,2.08079159973219,1,0,0,0
4BiiOzZCrXEzHRLYcYFiD5,2.08079159973219,1,0,0,0
4w3tQBXhn5345eUXDGBWZG,2.08079159973219,1,0,0,0
2LEF1A8DOZ9wRYikWgVlZ8,2.08605583972455,1,0,0,0
5uu28fUesZMl89lf9CLrgN,2.08605583972455,1,0,0,0
4B0JvthVoAAuygILe3n4Bs,2.08605583972455,1,0,0,0
2Iq6HhIquO7JKr0KfTNLzU,2.08605583972455,1,0,0,0
4xlrALxuaCf9yZBHJeTSG6,2.08605583972455,1,0,0,0
0HEmnAUT8PHznIAAmVXqFJ,2.08605583972455,1,0,0,0
2jZIfoe48eUeOEnP9Ho4h2,2.08605583972455,1,0,0,0
54j7EaJPDmSZYcNYvLSJ78,2.09138467322962,1,0,0,0
2MHCiOohBZEQuLgDTPvSzF,2.09138467322962,1,0,0,0
5xTtaWoae3wi06K5WfVUUH,2.09138467322962,1,0,0,0
5masKPHeAOVNgxdLebIcK7,2.09138467322962,1,0,0,0
7LcfRTgAVTs5pQGEQgUEzN,2.09138467322962,1,0,0,0
1qfYG2JrchEyJiqKnkE7YQ,2.09138467322962,1,0,0,0
5dKBaysNJtfpyNTRa5lqDb,2.09138467322962,1,0,0,0
4rmPQGwcLQjCoFq5NrTA0D,2.09138467322962,1,0,0,0
1XGmzt0PVuFgQYYnV2It7A,2.09138467322962,1,0,0,0
0O45fw2L5vsWpdsOdXwNAR,2.09138467322962,1,0,0,0
3Ga6eKrUFf12ouh9Yw3v2D,2.09138467322962,1,0,0,0
2zDj4WjbNDmrRL6Z4YjjCA,2.09138467322962,1,0,0,0
3tCwjWLicbjsMCvXhN0WOE,2.09138467322962,1,0,0,0
2Bs4jQEGMycglOfWPBqrVG,2.09138467322962,1,0,0,0
5MMu9zi4UrctTCXQqNJUCY,2.09677970511632,1,0,0,0
0AkQbXGN4KG34TS7xLrM68,2.09677970511632,1,0,0,0
0sooJd5WbNnnz5k6yO7FIQ,2.09677970511632,1,0,0,0
1D066zixBwqFYqBhKgdPzp,2.09677970511632,1,0,0,0
5KQDGl3vAkNGyfvSbaW89E,2.09677970511632,1,0,0,0
7kJlTKjNZVT26iwiDUVhRm,2.09677970511632,1,0,0,0
0p0ljM6RxgpGt7wthGqBZa,2.09677970511632,1,0,0,0
32DGGj6KlNuBr6WaqRxpxi,2.09677970511632,1,0,0,0
2wVDWtLKXunswWecARNILj,2.09677970511632,1,0,0,0
1rdreHH1v6kyrx2mFQvLR4,2.10224260081783,1,0,0,0
44CZRkOxv7UItaAUmh8PgN,2.10224260081783,1,0,0,0
0g5EKLgdKvNlln7TNqBByK,2.10224260081783,1,0,0,0
4iG2gAwKXsOcijVaVXzRPW,2.10224260081783,1,0,0,0
35QZaWQRkmnAVqBF1TLCxQ,2.10224260081783,1,0,0,0
0mvkwaZMP2gAy2ApQLtZRv,2.10224260081783,1,0,0,0
33bnxcjePIkcmNjEFTJX0l,2.10224260081783,1,0,0,0
7uQmJ1jgNzBpATSoWKSPFu,2.10224260081783,1,0,0,0
4ePP9So5xRzspjLFVVbj90,2.10224260081783,1,0,0,0
7HX9f8AMBl0vQxAoAzLqhS,2.10224260081783,1,0,0,0
5HwnezK198pJCEj1l2Adjy,2.10777508941779,1,0,0,0
3MjUtNVVq3C8Fn0MP3zhXa,2.10777508941779,1,0,0,0
7MmG8p0F9N3C4AXdK6o6Eb,2.10777508941779,1,0,0,0
5y6pj7OeBFF0CVgZKhRbOG,2.10777508941779,1,0,0,0
0rTkE0FmT4zT2xL6GXwosU,2.10777508941779,1,0,0,0
1fLhGF1JfGQYj6EZLndD86,2.10777508941779,1,0,0,0
2cYnZNzFRFK0H7vSNxPsUq,2.10777508941779,1,0,0,0
2H3ZUSE54pST4ubRd5FzFR,2.10777508941779,1,0,0,0
2r1T6xGTVaNAqBoPH4lZEE,2.11337896693579,1,0,0,0
5o4yGlG0PfeVUa6ClIyOxq,2.11337896693579,1,0,0,0
3FDrI0FLKzrYQiWxPhqV2W,2.11337896693579,1,0,0,0
0eGsygTp906u18L0Oimnem,2.11337896693579,1,0,0,0
0WdR2AyLW1Drd3OUdwezM0,2.11337896693579,1,0,0,0
5lA3pwMkBdd24StM90QrNR,2.11337896693579,1,0,0,0
5DiXcVovI0FcY2s0icWWUu,2.11337896693579,1,0,0,0
3EmmCZoqpWOTY1g2GBwJoR,2.11337896693579,1,0,0,0
2gFvRmQiWg9fN9i74Q0aiw,2.11337896693579,1,0,0,0
73F87Sqh6jQWucOOvz1WFx,2.11337896693579,1,0,0,0
1HwpWwa6bnqqRhK8agG4RS,2.11337896693579,1,0,0,0
5xC8uOesnn0udeXAYlAnoY,2.11337896693579,1,0,0,0
6ztstiyZL6FXzh4aG46ZPD,2.11337896693579,1,0,0,0
3WVhkjB7Y4xFruqoCAajBb,2.11905609982748,1,0,0,0
0j7pdNXDzEVQST5Zcoh5xo,2.11905609982748,1,0,0,0
7oGwQOTkMB9Sk3DIKJLd5F,2.11905609982748,1,0,0,0
2hl6q70unbviGo3g1R7uFx,2.11905609982748,1,0,0,0
6ZSO7kPn8IMJFymyticbJO,2.11905609982748,1,0,0,0
3C2xQqHVkhA1Ht17SzPRke,2.11905609982748,1,0,0,0
6A6qBFJHid4WutQu6HHEZt,2.11905609982748,1,0,0,0
0qy5D3OJre7SPJNMOL9I71,2.11905609982748,1,0,0,0
32xx0fAv3CIeGmNaWTHvEF,2.11905609982748,1,0,0,0
7yHEDfrJNd0zWOfXwydNH0,2.11905609982748,1,0,0,0
0s5DNDV6LAKn2u2Ufa3VjQ,2.11905609982748,1,0,0,0
07nH4ifBxUB4lZcsf44Brn,2.11905609982748,1,0,0,0
3b0EOvScbZUc0qJx0E1L2z,2.11905609982748,1,0,0,0
5H9H0i7UCmRDCZRHldbmhN,2.11905609982748,1,0,0,0
1Te8WIfLudxjHTr66BL0JK,2.12480842871657,1,0,0,0
27vTihlWXiz9f9lJM3XGVU,2.12480842871657,1,0,0,0
4uLU6hMCjMI75M1A2tKUQC,2.12480842871657,1,0,0,0
10ViidwjGLCfVtGPfdcszR,2.12480842871657,1,0,0,0
5EV4bGHxVN0kHpcAFvgnTt,2.12480842871657,1,0,0,0
2KklXplRtxMsBYo474Es0w,2.12480842871657,1,0,0,0
1hLjLWrzO18acdCFcccFWk,2.12480842871657,1,0,0,0
7e8utCy2JlSB8dRHKi49xM,2.13063797237729,1,0,0,0
6VpQdig9pdpTSIFItgkJV5,2.13063797237729,1,0,0,0
5e9TFTbltYBg2xThimr0rU,2.13063797237729,1,0,0,0
0k2GOhqsrxDTAbFFSdNJjT,2.13063797237729,1,0,0,0
5VnDkUNyX6u5Sk0yZiP8XB,2.13063797237729,1,0,0,0
2QgWuCtBpNIpl5trmKCxRf,2.13063797237729,1,0,0,0
000xQL6tZNLJzIrtIgxqSl,2.13063797237729,1,0,0,0
69bp2EbF7Q2rqc5N3ylezZ,2.13063797237729,1,0,0,0
4aWmUDTfIPGksMNLV2rQP2,2.13063797237729,1,0,0,0
1LeWIs2hP2r5yOQnVuYoI5,2.13063797237729,1,0,0,0
72Bz4ciRZPBcVSw0nrZDHi,2.13063797237729,1,0,0,0
5tdKaKLnC4SgtDZ6RlWeal,2.13063797237729,1,0,0,0
2tpWsVSb9UEmDRxAl1zhX1,2.13654683198781,1,0,0,0
1OOtq8tRnDM8kG2gqUPjAj,2.13654683198781,1,0,0,0
3bWAqKDWg6u1davspr5IkS,2.13654683198781,1,0,0,0
4mxWSdf71VFO52qFeY0fZt,2.13654683198781,1,0,0,0
3A7qX2QjDlPnazUsRk5y0M,2.13654683198781,1,0,0,0
3VZQshi4COChhXaz7cLP02,2.13654683198781,1,0,0,0
71SvEDmsOwIWw1IozsZoMA,2.13654683198781,1,0,0,0
5JtPGzRgrWxkXX9LoROq3d,2.13654683198781,1,0,0,0
2cKovq3l6OJjhVVDbVKOsr,2.13654683198781,1,0,0,0
7IWTIkiWGWNQyYfOLdMrGD,2.13654683198781,1,0,0,0
33zcmmElV1YbRZe57biUjg,2.142537195677,1,0,0,0
7xHWNBFm6ObGEQPaUxHuKO,2.142537195677,1,0,0,0
7EVk9tRb6beJLTHrg6AkY9,2.142537195677,1,0,0,0
0TF3F5Lw5apoD1zvR8LikO,2.142537195677,1,0,0,0
5Fli1xRi01bvCjsZvKWro0,2.142537195677,1,0,0,0
44Ljlpy44mHvLJxcYUvTK0,2.142537195677,1,0,0,0
6EpRaXYhGOB3fj4V2uDkMJ,2.142537195677,1,0,0,0
2M9ULmQwTaTGmAdXaXpfz5,2.142537195677,1,0,0,0
1CUVN2kn7mW5FjkqXTR2W1,2.142537195677,1,0,0,0
6vxHp3CDNo0afgKGp2yi1E,2.142537195677,1,0,0,0
5jE48hhRu8E6zBDPRSkEq7,2.142537195677,1,0,0,0
62LJFaYihsdVrrkgUOJC05,2.142537195677,1,0,0,0
